,count,hate_speech,offensive_language,neither,class,tweet
4521,3,2,0,1,0,@PatriotsOrg Screw the ragheads.
21339,3,1,2,0,1,Slowbros over hoes
5343,3,0,1,2,2,@XxminijokerXx I HATE birds! They just piss me off about the fact that I can't fly!
23481,6,0,6,0,1,Wow... RT @TayNic So THIS is why big titties were slandered today?!!&#128545; U bitch! RT @Alyricz: Stop the bullshit ... http://t.co/ghWS4TJT
10189,3,0,3,0,1,How do you greet your friends? &#8212; yo bitch what's up &#9829; http://t.co/012llZCmSU
24695,3,2,0,1,0,looking like a hillbilly and not matching is what I do best goodnight losers http://t.co/caGHBLKAXQ
13017,3,0,0,3,2,Madea and this old hillbilly are hilarious together.
9423,6,0,0,6,2,"""Former TOWIE star Charlie King comes out http://t.co/yU3XKXbCyt @YouTube"
7014,3,0,3,0,1,"""@penisgravy"
3618,3,0,3,0,1,"""@ItsJusMeJoJo lol you've tweeted """"bitch"""" an excessive amount (for you) today. you ok?"""
6839,6,0,6,0,1,@mchastain81 @TheWorldStories you fucked that bitch!
8671,3,0,3,0,1,Charlie horses suck ass #ouch
18104,3,0,3,0,1,"""RT @ThePartyCodes: If my jokes offend you:"
7720,3,0,3,0,1,After a fight in the club in New Orleans them bitches start jumping
1876,3,0,2,1,1,&#8220;@lifeof_brandon: @100046729 we'll be together&#128521;&#8221;yu gt a job hoe.
24655,3,0,0,3,2,lil spook and yung lean and robb all night
13945,3,0,0,3,2,Omg! The cutest little tinker bell ever &#10084;&#65039; http://t.co/vDajfVlwyP http://t.co/YpTz9O4SIS
2955,3,0,3,0,1,@Coley_Cee yes bitch I do realize dat
4246,3,2,1,0,0,@Mimistheone You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!
2825,3,0,1,2,2,@CallNeeshCakey we in this bitch finna get crunk eyebrows on double PAPP &#128165;&#128165;
5528,3,2,1,0,0,@__Black_Jesus yea I forgot I was talkin to a degenerate faggot
5238,3,0,2,1,1,@VeronicaLewis You just can't give hillbillies an audience. They'll squander it every time.
23416,3,0,3,0,1,Wintertime .. Bout to turn the grind back on .. Don't spent enough money wit u niccas
1736,3,1,2,0,1,&#8220;@badnradbrad: @whattheflocka @MorbidMermaid sydneys my favorite&#8221; she's a nigger but I love her
1148,3,0,3,0,1,&#8220;@B_Davis0529: SMDH Eagles fans. You a bitch! RT @MikeMiss975: Hey Giants fans: Victor Cruz is over. Dance to that.&#8221; Hey watch it
1848,3,0,2,1,1,&#8220;@justinbieber: that new 1d song diana is well written well done boyzzzzzz&#8221; bow down bitch
22786,3,0,2,1,1,"""Two hoes? RT """"@xoxo_imaunicorn: y'all know what we are?! &#128514;&#128514;"""" http://t.co/0xljzWBtkr"""
12422,3,0,3,0,1,"""Just bc your hair is """"laid"""" or wuteva dont mean nothin. Yo shit gotta smell MARVELOUS don't no nigga want a bitch who smell like burnt weave"""
17361,3,1,2,0,1,RT @Queen_Quita_: &#127908;&#128553;I just touchdown on pussy nigga!
20490,3,0,0,3,2,RT @sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos
10446,3,0,3,0,1,I did everything but trust these hoes !
11574,4,0,1,3,2,I'm gonna be ghetto and color over the stain with a sharpie ctfu
3636,3,0,3,0,1,@IvetteBrianna_ I never said you was a hoe guilty consents ass girl
15922,3,1,2,0,1,RT @IAm_Beautyfull: my chink ass eyes &#128557;&#128584;
23697,6,2,4,0,1,You a dike cause yo man a pussy.
13510,3,0,3,0,1,Nah fuck Bungie they ain't givng me nNO drops. Stingy ass niggas. RT @CaratCutClarity: You trash at destiny if you aint at least 25
23305,3,0,3,0,1,Who's a thottie? Yous a thottie! Who's a thottie? Yous a thottie! Yes YOU BITCH! Womp womp. &#128514;&#128514;&#128514; Lord save these parched hoes
24314,3,3,0,0,0,fat dykes make me want to vomit
14386,6,0,6,0,1,RT @6THGRADER: Lol new kid at school... thinks he can take me at tetherball. Bout to show him why I get all the playground pussy. #baller #&#8230;
1435,3,0,3,0,1,&#8220;@MannyKream_G: Birthday Weekend starts today&#8221; Shut yo hoe ass up
961,6,1,5,0,1,&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.
13720,6,0,6,0,1,No need to tweet these bitches know my status
21755,3,0,3,0,1,Teach me RT @IntellectsRUs: You really be fucking bitches brah?
3822,3,1,2,0,1,@JunDishes block or mute the cunt
8940,3,0,2,1,1,Dem niccas run plays too quick
5655,3,0,3,0,1,@alexxx_carr18 @Nick_504_ sitting here talking about what u would do or gonna do that's something My bitch does
15428,3,0,2,1,1,RT @Duckin_Fope: &lt;----- not buying bitches vehicles
3473,3,0,3,0,1,@HonchoPikasoe I'm tryna have this bitch in out soon
11035,3,0,3,0,1,I meant bitch niggas
9312,3,1,2,0,1,Fat bitch
1038,3,0,3,0,1,&#128520;&#128525;&#128176; - your my BFFL. I love you ya funcy bitch &#128514; I went Finna be faded &amp; shaded on ya C Day &#128153; #WEDEMGIRLZ &#128520;&#128526;&#128176;&#128526;
7605,3,0,3,0,1,@zimm16 pussy!!!!!
964,3,1,2,0,1,&#128072;never been a coon grew up with bokoo coons tho but never was 1 I did some coon shit tho
18533,3,0,2,1,1,RT @YELLitOUT_louud: &#8220;@_laTodd: &#8220;@Satisfied_x: &#8220;@S_hawn24: Y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;&#128553;&#128079;&#128079;&#128079;&#8221;
2804,3,0,3,0,1,@CabHotties who ever said this is so dumb. My moms a cop &amp; ill have her track you down for being a lil bitch. Kay bye(:
203,3,0,2,1,1,"""""""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"""" @J_Austin12 I meant to do this one. Smh."""
14184,3,0,0,3,2,Pierce would've easily drained all these shots with us. He's so trash now smh
14738,3,0,3,0,1,RT @BitchBeEasy_: niggas w bitch tendencies&lt;
1489,3,0,3,0,1,&#8220;@OpTic_NaDeSHoT: No longer a side bitch @ProSyndicate http://t.co/qWcUNa7vcV&#8221; @Zneezy2Good &#128514;&#128557;
17063,3,2,1,0,0,RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot
22660,3,0,3,0,1,Time for some panera bitch!!!&#127861;&#10071;
12401,3,0,0,3,2,Jones and Iba&#241;ez are out of gas after giving it their all earlier in the first half. The call-ups should get more playing time #Yankees #MLB
12156,3,1,0,2,2,Is dare any colored players in hockey?
1027,3,0,3,0,1,&#128514;&#128514;&#128514;RT @LiViBADD88: cheap hair.. cheap dresses.. cheap shoes.. tacky ass little bitches
23833,3,0,3,0,1,You know how these lil bitches &#128530;runn they mouth up in the streets &#128078;&#128080;
12341,3,0,3,0,1,Japanese mature cat with spots has her old pussy split wide and filled with hard&#160;cocks http://t.co/49snPMqnMW
14087,3,0,3,0,1,Paige better text a bitch lol
229,3,0,3,0,1,"""""""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"""" lol bitch fuck you"""
18151,3,0,0,3,2,RT @TheeGreekGod: Soulja boy trash now but I'm not gonna act like I never cranked that superman.
22931,3,0,3,0,1,Wait. What? RT @KingHorseDick: Y&#8217;all ever put ur finger in the lil hole in the back of the pussy? just me? Cool.
15163,3,0,3,0,1,RT @CuhCuhCuh: Hoes is Hoes niggas be mad cuhz they be tryna cuff the hoes cuh
9407,3,0,3,0,1,For about the last hour of getting my stomach tattooed I felt like I was going to puke. God damnit #pussy
16554,3,0,3,0,1,RT @LevisNInk: &#8220;@iDocLyfe: When you ain't had pussy in a hot minute... http://t.co/uidvqXugE2&#8221; OMM &#128514;
689,6,0,0,6,2,#BlessJesusAir Matthew 6:26 Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?
4136,3,0,3,0,1,@MakeSamProud : stfu hoe &#128514;&#128514;&#128514;
15985,3,0,3,0,1,"""RT @ImLeslieChow: My entire school: """"You don't talk much."""" Me: """"Beause you're all cunts."""""""
22708,3,0,2,1,1,Too many bitches got rabies And I hate a ho hoppin' woman #Stank pussy-poppin' woman
19605,3,0,3,0,1,"""RT @iKickBabies__: Girls favorite line &#128073; """"go talk to yo hoes"""" &#128514;&#128514;&#9995;"""
9147,3,0,3,0,1,Dyke pastors be in The Lords house tryna cuff all the pussy bruh bruh
14551,3,0,3,0,1,RT @AnunnakiGod: bitch what ocean is this?? http://t.co/YLkR2GeJ1Z
23262,3,0,0,3,2,Where would me life be without God and @levimitchell.....seriously I'd probably be living In a trash can haha!&#128514;
18564,3,0,0,3,2,RT @Yankees: The @EmpireStateBldg shines its lights in #Yankees pinstripes in honor of Derek Jeter. #FarewellCaptain http://t.co/3fp2pg85MB
12968,3,0,3,0,1,Lookin for your bitch she probably with me ?
21898,3,0,3,0,1,That was almost 10 years ago. I gave ALL them bitches away... or they were stolen...
16427,3,0,3,0,1,RT @KiraLaJasmine: Shout out to my mama cause she ain't raise no hoe
23080,3,1,2,0,1,What is Twitter even for? Lmao This hoe wack af
9226,3,0,3,0,1,Every day I wake up celebrating. Why? I just dodged a bullet from a crazy bitch.
18354,3,0,3,0,1,"""RT @UrbanEngIish: """"I'm grown"""" = Let me be a hoe in peace."""
67,3,0,1,2,2,"""""""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."""" One oreo? Lol"""
22194,3,0,3,0,1,These bitches loud for no reason
5795,3,0,3,0,1,"""@bogglethemind83 @AJ0427 Was about to fly to Portugal &amp; open a can of whoopass since they started to zoom out during """"Still run this bitch"""""""
6394,3,0,3,0,1,@jalenwanna bad bitches only?
14164,3,0,3,0,1,Photo: Happy Friday bitches&#160;! #glamazon #ladykimora #rupaulsdragrace @welovequeens &#128536;&#128536;&#128536;&#128132;&#128132; http://t.co/c7Rv2DIL7g
22778,3,1,2,0,1,Twitter pic flossin hoes talkin @Papa_Woodall @fatstinker
6182,6,1,2,3,2,@geokthree I literally just told @Black_SinS to his face how trash he is at the shop in hooping
8459,3,0,3,0,1,Bumpin that nigga nigga Rick Ross B.M.F this hoe going harrrrd highh outside enjoying this weather
3203,3,0,3,0,1,@EmpressTaTa aww man we had a BALL. Small lil affair. Set that bitch out!
23422,3,0,2,1,1,Wish they'd teach Tracee. RT @kanYeBreast: all chihuahuas do that squinty eye shit. I think it's hilarious.
21631,3,0,3,0,1,Stop giving these hoes half azz Dick plow it deep make her scream nd cream http://t.co/hwBWj9ui
784,3,0,2,1,1,#Shoutout to my #MackTown niccas!
23110,3,0,3,0,1,What would yall do?.....I would act like one of them nd act like we lookin for the same bitch lmao http://t.co/7d0JeAmUvf
7591,3,0,2,1,1,@z0mbiedance It's not till later hoe! Unless your having a sleepover...#Awk
1024,3,0,3,0,1,&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @PushupSensei: McNair had brisket sizzlin on the grill when his side hoe laid the Uzi game down
4128,3,0,3,0,1,@MadameCurry_ what kind of hoe are you dressing up as?
18074,3,0,3,0,1,RT @TheHolyKuran: When you drop all your hoes for your girl and she say she dont want a relationship http://t.co/GuZXabJiXj
19778,3,0,3,0,1,RT @jeremiahKOEking: Not every female is a TROPHY&#127942;&#128525;&#128588; some of y'all hoes are just Certificates of Completion!&#128221;&#128195;&#128530;
24861,9,0,2,7,2,pretty girls wit bird brains....what a waste smh
7343,3,0,3,0,1,@theBOSS_Leslie I didn't tag you negro lol
21430,3,0,0,3,2,So real it's unreal LOL #Yankees #WorldSeries #27andCounting #MLB #MLBtheShow12 http://t.co/tdMrBsnP
10225,3,0,2,1,1,Hull all yuh mudda cunt RT @FCBarcelona: Six strikers set for The Clasico http://t.co/Ve6RHXSS4x http://t.co/YJhUba6hUW
23754,3,0,3,0,1,You can buy bitches/ho's etc tho
14188,3,1,2,0,1,Pisses me of when I see these little liberal faggots wearing Che Guevara shirts. Move ur ass to Cuba. http://t.co/CUlwvpCpa7
19995,3,0,3,0,1,RT @livcost: my friends are all dumb hoes who i dont even like http://t.co/AyZQp6k3aE
21397,3,0,3,0,1,So far I've only seen 3 bad bitches talkn bout Mansion &#233;lan .. Wtf is up!!
16627,3,0,0,3,2,RT @Lmao: When I make the paper ball into the trash can. &#128240;&#127936;&#128168; http://t.co/VjeGtjEP3X
24956,3,0,0,3,2,some kid in an angry birds costume bumped into me and I fell over making something else fall over into something else which wobbled and..
21954,3,0,0,3,2,The Guy got excited when he saw Oreo cookie crusts. He thought I was making pie. He was bummed when he realized it was cheesecake.
15406,3,0,3,0,1,RT @DreamChaser_100: New Orleans in that bitch .. Serious
641,3,0,3,0,1,"""""""captain save a hoe"""" is the most annoying phrase"""
21521,3,0,0,3,2,Someone please bring me Goldfish crackers
596,3,0,3,0,1,"""""""When im done with a hoe i pass her to the squad"""" G!!!!!!!!!!!!!!!!!!!!!!!!"""
16870,3,0,3,0,1,RT @Mmadifresh: Still wishin all of my old hoes the best
5525,3,0,3,0,1,@_YdotM really thou im looking like Hulk Hogan in this bitch
12338,3,0,3,0,1,James is the biggest bitch in basketball i swear.. fuckin cramps seriously
13393,6,0,6,0,1,My mom bitches too much
23011,3,0,3,0,1,We so deep in this bitch we might drown
24864,6,0,6,0,1,pull out my bank roll on y'all bitches like whoa
8441,3,0,3,0,1,Bruised ankle is a bitch
12652,3,0,3,0,1,Left my calc final singing I'm a boss ass bitch if that's any indication on how that went....
1320,3,0,3,0,1,&#8220;@HaitianCocaine_: FML &#128545; My period on !&#8221; Can't pop that pussy now huh?
19901,3,0,3,0,1,RT @krystalschnutz: If I can eat some random bitches ass I can eat iggy's ass.. #randomthought #randomthot #shitiwouldneverdo
18125,3,0,3,0,1,RT @TheSchwagQueen: Niggas be in your messages like &#128536;&#128141;&#128149;&#128166;&#128272; &amp; be on Twitter like fuck bitches &#9994;&#128299;&#128184;Come on nigga which one you gone be Drake or&#8230;
3232,3,0,3,0,1,@FOLLOWNOVA Yooo I was thinking bout that the other day lol.. You only really speaking of one person my niggah
1875,3,0,3,0,1,&#8220;@lifeof_brandon: &#8220;@100046729: @lifeof_brandon bitch I called yu back&#8221; the lies&#128564;&#8221;&#127797;
7558,3,0,0,3,2,@xtruthseekerx_ blaxican
21725,3,2,1,0,0,TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome
17528,3,0,3,0,1,RT @RuNeshaShamia: Drunk inlove with my gun bae bitch Beyonc&#233; &#128520;&#128527;
8857,3,0,3,0,1,Damn bitch gotta bootay
7045,3,0,0,3,2,@pontotoc2 Aren't they the best? There story is here: http://t.co/Hs3nIFMueK. Now it's time to visit our yellow friends at @21cCincinnati!
2587,3,0,3,0,1,@BUKPSYCHODRAMA just followed me. On Vice Lord dats rns. I been listening to this nigga since 'Magic.' Almighty on you hoes!
23561,6,0,6,0,1,Yall Niggahs got me fucked up thinkin ima soft ass Lemme sing a love song to you ass niggah &#9995; .
10107,3,1,2,0,1,Hmm RT @IceJJFish: Every bitch i fucked wit is a hoe never met a real female in my life
10480,6,2,4,0,1,I don't fuck with these niggas cause they shady I don't fuck with these bitches all they want is to have my baby
6759,3,2,1,0,0,"""@lillivonschtupp @13Damage @BrazenModels"
1816,3,0,3,0,1,&#8220;@iDisrespectHoez: RT @JonRaff: Hate when a chick say go deeper when u already dishin out all u got #hoes&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;
9701,3,0,3,0,1,Give a hipster bitch a yellow stick now she suckin dick in the hood and shit -Othot
2345,3,0,3,0,1,@0hallis0n bitch caught a body about a week ago. Everybody catching bullet holes.
20917,3,0,3,0,1,Raunchy ass to pussy action with Sakurako offering up her holes for&#160;use http://t.co/9elp4XyE9D
5640,3,0,3,0,1,@alanaaaaaa_ pussy
23164,3,0,3,0,1,When bae say she goin to the club with her girls I be outside that bitch at 2am like... http://t.co/yJowfMziKf
8825,3,2,1,0,0,DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv
12188,3,0,3,0,1,It all started in '95 bitch&#128118;
13686,3,1,2,0,1,Niggas wifing hoes &amp; ugly bitches &#128514;&#128514;&#128514;&#128514; I get on Facebook just to remind myself I'm doing fine
20920,9,0,9,0,1,Ray Rice is a bitch &amp; his wife is stupid for staying by his side.
8998,3,1,2,0,1,Dj Khaled is retarded
5697,3,0,3,0,1,@asdfgheatherr no not tonight you're gonna hoe tomorrow
20193,3,0,0,3,2,RT @nikaaaa3: Yankees winnnn!!! &#128153;
5919,3,0,3,0,1,@colinkane ur the tool for posting a vid of a dude pacing! Especially when u were too pussy to film his face!!!
17602,3,0,3,0,1,RT @SaucyJames: Go dumb bitch do your dumb dance
19628,3,0,1,2,2,RT @iStayRadAsShit: &#8220;@1BookieG: What I wish I can do every time I day playing flappy birds https://t.co/mWiE7FkBu0&#8221;&#128514;&#128514; foreall
256,3,0,3,0,1,"""""""@TheNewSAT: #NewSATQuestions"
12313,3,0,3,0,1,Its nt that i hate that bitch i just hate the shot he do
19937,3,0,3,0,1,RT @leek_porter21: &#8220;@_1MDot: I hate a always wanna smoke but aint got no money as nigga/bitch like bye falisha&#8221;&#128514;&#128514;&#128514;
15598,3,1,2,0,1,RT @FreshCigarette: Can you cunts go 20 seconds without talking about weed
23182,3,0,3,0,1,When i bitch fuck my hologram doe
15782,3,0,3,0,1,RT @HG_Shit: Cause bitch I'm Tae !! #KingLute
14081,3,0,1,2,2,PND is my jigga man.
19225,3,0,2,1,1,RT @crissstaaaaal: If unfollow me you're a little bitch cus you couldn't handle my tweets lol
23108,9,0,7,2,1,What up twats? I mean twits... &#128522;
3082,3,2,1,0,0,"""@DefendWallSt those little #ISIS faggots usually have bags over their heads anyway."
5250,3,2,0,1,0,@VinniePolitan kill the coons!!!!!!
7471,3,2,1,0,0,@vj44 did I mention you are an ugly cunt? Go back to Iran.
24274,3,0,0,3,2,dont make direct eye contact with anything..birds cats nothing lol RT @EVBY_HATES_ASH: I'm going out west to bu (...) http://t.co/oVpwk9I3
13517,3,0,2,1,1,Nah nicca.. you GOT GAS! &#128541;&#128514;&#128514;&#128514;RT @SpaceJam_Teeg: @VonshayeB &#128514;&#128514;&#128514; blowing gas &#128548;
23263,3,0,3,0,1,Where ya titties lil bitch?
23901,6,0,6,0,1,You see me bussing this bitch &#128064;&#128299;&#128584;&#128175;
7921,3,0,3,0,1,"""Amber Rose is one of those bad bitches who """"only get along with dudes"""""""
20102,3,0,0,3,2,RT @michael28754837: Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&#9918;&#65039;&#9918;&#65039;&#9918;&#65039;
12495,3,0,3,0,1,Kae &amp; Chris coming for yall bitches as a couple &#10084;&#65039;&#128076;
11640,3,0,0,3,2,I'm okay with rasor talking trash
20556,6,0,6,0,1,RT @tbhjustzach: why be negative when you can be positive fucking smile you beautiful bitch
15355,3,0,3,0,1,RT @DinO_off_AD: Them hoes come them hoes go it's a revolving cycle &#128080;
6918,3,0,0,3,2,@mrfoolycooly i dont think he did the celestial dragon killed him
18869,3,0,3,0,1,RT @_illionaire: @VoiceOfDStreetz hahahaha signs be funny than a bitch
24192,3,0,2,1,1,butt chug 4lokos or nah
21667,3,0,3,0,1,Stupid hoe is so wack &#127926;&#128526;
9873,3,1,2,0,1,Had to change my shit up on u hoes
24313,3,2,1,0,0,fat bitches fat bitches heeeey
19924,3,0,3,0,1,RT @lamessican: I love when bitches throw shade. Just confirms i'm doing something right &#128514;
24767,3,0,3,0,1,"""niggah"
3574,3,0,0,3,2,@Ilovebamf Whats it say... I see bird in it... Lmao
2064,3,1,2,0,1,' Cause these hoes ain't loyal ! And niggahs ain't either ! When it go down you callin for hittas that you ain't... http://t.co/hj8GAfFZaM
24177,3,0,3,0,1,boats 'n hoes &#191;
7406,3,3,0,0,0,@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line
1158,3,0,3,0,1,&#8220;@BeautiifulVixen: Bitches love throwing that irrelevant shade &#9995;&#128553; go sit lil bitch .&#8221;&#128175;&#128175;&#128175;
22266,6,0,6,0,1,These hoes is lost RT @Dkellz34: @1Bcarter hahaha how much you wanna bet she don't get the job lmao
8766,3,0,3,0,1,Cost $250 RT @BrandNewAndrew: &#8220;@ItsNotHarold: I ain't buying no pussy I got too many followers for that&#8221; u in Vegas. Dont miss opportunities
2865,3,0,3,0,1,@CayMarieee oh bitch but you couldn't answer mine when I needed a paccage delivered to your house ! So Fucc off &#128514;&#128557;
14338,3,0,3,0,1,RT @1RudeAssNinja: @Yung_N_GettinIt @carleycarllz bro don't argue with these rejected ass Disney models bitches better go play in some food&#8230;
18807,6,1,5,0,1,RT @____Quinn: When you thinking about killing a bitch http://t.co/bT7hf28U0d
10413,3,0,3,0,1,I can't trust a bitch &#128175;
12012,3,0,3,0,1,Im a queer.... #mmm
23001,3,0,3,0,1,We in this bitch!!! http://t.co/jKqld5vodm
17122,3,0,3,0,1,RT @OGBEARD: Some of y'all bitches can't even grow this on yo damn head http://t.co/lYKqlHq0wT
19229,3,0,3,0,1,RT @cthagod: Congress really is acting like a bunch of bitter bitches.You can't continue to refight an election you lost.Obama is President&#8230;
22539,3,0,2,1,1,"""This is fucking trash. RT @DearLeader10: Drake is Jewish too RT @QUEcified: So Young Money is the 3rd Reich now?"
10085,3,0,3,0,1,High then a hoe watching wolf of Wall Street
19276,6,0,6,0,1,RT @davegetnmoney: Not a flagrant lebrons a bitch
21922,3,0,3,0,1,That's still my pussy
8284,3,0,3,0,1,Bitches always like you got hoes.. I be like duhh I'm tryna make you one of em &#128514;&#128514; nbs
23577,3,0,3,0,1,Yall trustin these hoes... I've never been that gullible
17892,3,0,2,1,1,"""RT @SweetHunnieLips: Lookie here folks"
14729,3,0,3,0,1,"""RT @Bigboybeezy: Kanye &gt; Tupac........ """"are you serious?"""" Yep bitch keep it moving."""
18194,3,0,3,0,1,RT @TlMOTHYY: when your bro ask for a turn when you about to get some pussy https://t.co/G5YJyjeOEm
14151,3,0,3,0,1,Peter Pan that ho never land that ho
24347,3,0,3,0,1,getting every dolla out this bitch
22648,3,0,3,0,1,Throwing fire crackers at cars? That shit is funny as fuck ! &#128514;&#128514;&#128514;
20616,3,0,3,0,1,RT @thewayoftheid: Viola Davis sans wig is still stuntin on you hoes in the most classically beautiful way. #HTGAWM
8880,3,0,3,0,1,Damn...payback is a bitch
3214,3,2,1,0,0,@ErinTaylor14 @BRios82 you both sure do You want to give a free pass to every border jumper in this country you two are what's wrong here
9770,3,0,0,3,2,"""Good! She's a ghetto thug! &#8220;@grasswire: """"So FPD just arrested @SenNasheed for being in the street. #Ferguson&#8221; https://t.co/puIwlUnBIz&#8221;"""
2695,3,0,3,0,1,@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....
5360,3,0,0,3,2,@Yankees isn't that kind of saying the #Braves won't make it to the World Series? LOL
15981,3,0,3,0,1,"""RT @ImHim_Cutthroat: """"@TRESHON_SCROOGE: Mrs Harden be blowin me i be wanna snap on her ahh""""I had that bitch freshmen year damn nea caught a&#8230;"""
11775,3,0,3,0,1,If @IamShady_ didn't know I love your coon ass cuz &#128514;&#128514;&#128514;
25136,3,0,2,1,1,u lucky he holdin me back bitch http://t.co/HanER6B9Ts
13066,3,0,2,1,1,Man why do these hoes even bother wearing clothes when they're going out like that.
2972,3,0,3,0,1,@CountryRedBelle I thought you'd get the hint that we know you're a fake cunt and delete your fake account.
17001,3,2,1,0,0,RT @Nekkohbk: I stopped caring about mcm when I noticed dykes where getting chose before me
19959,3,0,3,0,1,RT @lildurk_: From my experience these bitches ain't shit my pass all bad on 4nem
6450,3,0,3,0,1,@jocsoriano ima call you of a different number cuz moms still on sum hoe shit
852,3,0,1,2,2,#foxnews cuts away when a Democrat talks and claim to be fair and balanced. LMAO network full of #teabaggers and liars.
5589,3,0,3,0,1,@_theDarius bitch.
16021,3,0,2,1,1,RT @Ink_Flowz: THOT is a childish word&#128076;Grow up and call that bitch a hoe.&#128514;
16835,3,0,3,0,1,"""RT @MikeDiggEm: I hate when bitches say """"That ain't cute"""" lol did I say I was trynna be cute"""
3922,3,0,0,3,2,@KevinMarin27 I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne
21738,3,0,3,0,1,Taking pics I'm the school bathroom is fucking stupid #retards
3702,3,0,3,0,1,@JamesyNBA damn your bitch really hoe'n for the F!!
6027,3,0,3,0,1,@djceeloss awwww don't be a pussy ill show u was good with that turbo lol
2358,3,0,3,0,1,@1ONLYsolo fuc her and her pussy nasty &#128534;&#128534;&#128534;
18514,3,0,3,0,1,RT @XclairemckX: Drinking veuve cliquot and eating marshmallows basically because I'm a classy bitch.
23998,3,0,3,0,1,Your pussy hella tight. Took me an hour to slide in that mothafucka &#8220;@flaidfirnruht: &#8220;@07Cannon: Quote and I'll compliment you&#8221;&#8221;
2432,3,0,3,0,1,@AirSimba9 I don't be on the hoes but these hoes on my snapchat
4084,3,0,1,2,2,@LuckyL3FT @najmaaa_ali yellow bone be oh so easy wit da name callin b
4381,6,1,1,4,2,@Ncoleycole y u not on the monkey bars too lol
7302,3,0,3,0,1,@swag_arella and getting pedicures bitching bout their ex and going tanning is something a bitch does
4607,3,0,3,0,1,@RJ_diggins86 get some sleep pussy.
609,3,0,3,0,1,"""""""Yo bitch on the horn. Tryna shoot a porn."""" - @KingL That's T shirt worthy Tony"""
6988,3,0,2,1,1,@okoruoni You're trash.
1497,3,0,3,0,1,&#8220;@PostBadBitches: http://t.co/adhJnGzVPg&#8221;these the white girls u should holla at but Nooooo brothas go for the ugliest bad built hoes ever
1721,3,0,3,0,1,&#8220;@_theGODMOTHER: im more excited about Boosie getting out than Valentines day&#8221;he get Vday pussy allstar weeekend pussy and mardi gras
6159,3,0,3,0,1,@fucktyler lmao bitch is dumb slap her up
14353,3,0,3,0,1,RT @275YUNGSIMMIE: I flex it ain't no turning down ...take yo bitch fly out of town ... ...Macin stackin ready to get it crackin aint no tu&#8230;
15248,3,0,1,2,2,RT @DaMcGrizzlyBear: the ghetto if UD wins tonight: http://t.co/PkZmkn2WKo
790,3,2,1,0,0,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?
5847,3,0,3,0,1,@cameron_ast @lanahudsonnn @ijrojo bitch shut the fuck and follow what u say nigga
17261,3,0,3,0,1,RT @Patt_Bentancur: @zzachbarness @AGrisbhy @WhiteboiColeman had to help my Gma move bitch!
12741,3,0,3,0,1,Like god damn you dirty bitch
4410,3,0,0,3,2,@NoHazardNoParty @PiBBzYx @piersmorgan @Jim_McLaren I can't wait for the day they take them be a boon for the entire nation
7380,3,2,1,0,0,@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva
15275,3,0,3,0,1,RT @DamonIWantYou: #TVD and #Theoriginals is the shows bad ass Vampires turn into spineless pussy's and little OOC bitches
21819,3,0,3,0,1,That bit Donovan got DVD's droppin and all @2realmacdatfee i see ya lha bitch
3527,3,0,3,0,1,@I12sing pussy.... I ain't had a coochie since I was 16 &#128514;&#128514;
5171,3,0,3,0,1,@Tommayydoee bitch lol
22165,3,0,3,0,1,There's not enough day in the hours to cheat on her if she's sucking your dick right. Too drained to look for other mouth and pussy
18746,3,0,3,0,1,"""RT @_RyanRod: RT @AmazinTheGreat: Girls say bs like """"you got too many hoes"""". Stop letting twitter and IG fool you. I don't know these fucki&#8230;"""
23059,3,0,3,0,1,What I look like ho? I look like YES and you look like NO! @NICKIMINAJ
